montante_financiado,prazo,taxa_de_juros,parcela,tempo_de_emprego,propriedade_de_casa,renda_anual,status_de_verificacao,status_do_emprestimo,finalidade,divida_sobre_renda,inadimplencias_2_anos,score_de_credito,numero_de_dependentes,anos_na_residencia_atual
13027.0,Curto,9.6%,421.82000000000005,2 anos,Alugado,47000.0,Não Verificado,Pago,Consolidação de Dívida,12.6%,0,434.1984007996002,6,10
10311.0,Longo,7.5%,214.27,mais de 10 anos,Empréstimo,63000.0,Não Verificado,Não Pago,Consolidação de Dívida,9.3%,0,350.2645343994669,2,4
3209.0,Longo,13.2%,83.28,7 anos,Alugado,29504.0,Não Verificado,Não Pago,Outro,18.9%,0,274.0325837081459,0,6
6087.0,Curto,6.9%,190.07000000000002,3 anos,Empréstimo,53000.0,Fonte Verificada,Pago,Consolidação de Dívida,6.7%,0,516.5982008995502,2,12
22000.0,Curto,10.6%,724.75,mais de 10 anos,Empréstimo,210182.0,Verificado,Pago,Compra Importante,5.3%,0,466.07176411794103,1,1
10137.0,Curto,15.8%,355.71,8 anos,Próprio,44642.71,Não Verificado,Pago,Melhoria da Casa,13.6%,0,497.04132666999834,1,7
7576.0,Curto,5.4%,232.11999999999998,mais de 10 anos,Empréstimo,43600.0,Não Verificado,Pago,Férias,3.2%,0,476.97184740962854,2,2
6131.0,Curto,15.3%,216.68,6 anos,Alugado,77200.0,Verificado,Pago,Consolidação de Dívida,15.0%,0,430.2107279693487,3,11
6885.0,Curto,13.0%,237.09,2 anos,Empréstimo,50000.0,Não Verificado,Não Pago,Cartão de Crédito,16.3%,0,285.3983008495752,0,4
8099.0,Curto,16.1%,291.06,mais de 10 anos,Próprio,58506.0,Não Verificado,Não Pago,Outro,21.7%,0,404.96508412460435,0,4
2979.0,Curto,13.7%,109.31,1 ano,Alugado,26716.72,Não Verificado,Pago,Consolidação de Dívida,7.9%,1,368.8468579043811,0,7
17044.0,Longo,12.0%,385.8,mais de 10 anos,Empréstimo,57000.0,Verificado,Não Pago,Consolidação de Dívida,12.7%,0,489.8647342995169,1,7
2767.0,Curto,7.4%,94.41,menos de 1 ano,Alugado,14600.0,Não Verificado,Pago,Outro,15.5%,0,321.03948025987006,0,6
34851.0,Longo,22.7%,983.3100000000001,8 anos,Alugado,124000.0,Fonte Verificada,Pago,Consolidação de Dívida,16.3%,1,485.32916874895886,5,4
5108.0,Curto,7.0%,163.06,mais de 10 anos,Próprio,33000.0,Fonte Verificada,Não Pago,Outro,0.7%,0,412.2655338997168,3,9
12143.0,Curto,7.0%,371.53000000000003,3 anos,Empréstimo,123000.0,Verificado,Não Pago,Médica,4.7%,0,340.2625353989672,5,7
14926.0,Longo,11.5%,332.44,mais de 10 anos,Empréstimo,85000.0,Fonte Verificada,Pago,Consolidação de Dívida,20.5%,0,377.7304680992837,0,11
9923.0,Longo,10.8%,218.83,mais de 10 anos,Empréstimo,90000.0,Fonte Verificada,Não Pago,Outro,7.0%,0,492.063634849242,1,2
11325.0,Curto,12.2%,383.94,mais de 10 anos,Empréstimo,72996.0,Verificado,Pago,Consolidação de Dívida,19.0%,0,499.93060136598365,1,8
6564.0,Curto,15.0%,230.51999999999998,1 ano,Alugado,61000.0,Não Verificado,Não Pago,Casa,1.1%,3,298.1312676994836,1,6
17100.0,Curto,11.5%,562.6800000000001,mais de 10 anos,Alugado,95000.0,Fonte Verificada,Pago,Consolidação de Dívida,23.2%,0,507.3968015992004,4,7
4904.0,Curto,17.4%,180.4,menos de 1 ano,Próprio,78000.0,Não Verificado,Não Pago,Pequena Empresa,23.2%,0,475.264034649342,3,11
5500.0,Longo,15.6%,136.63,4 anos,Alugado,25064.0,Não Verificado,Pago,Consolidação de Dívida,23.7%,0,441.7367316341829,0,3
8079.0,Curto,6.0%,244.95000000000002,1 ano,Alugado,44682.0,Não Verificado,Pago,Consolidação de Dívida,15.6%,0,456.0439446943195,0,7
18537.0,Curto,17.6%,669.83,3 anos,Alugado,153000.0,Verificado,Pago,Consolidação de Dívida,8.3%,0,452.2615358987173,2,6
11920.0,Curto,12.9%,405.77000000000004,7 anos,Alugado,71000.0,Não Verificado,Não Pago,Consolidação de Dívida,22.5%,0,263.7976011994003,1,7
9057.0,Curto,11.5%,298.49,4 anos,Alugado,31000.0,Não Verificado,Não Pago,Consolidação de Dívida,11.4%,0,472.13226719973346,0,1
5981.0,Curto,9.6%,197.82999999999998,3 anos,Empréstimo,74500.0,Não Verificado,Pago,Consolidação de Dívida,9.6%,0,274.03081792437115,2,9
9949.0,Curto,7.9%,320.17,3 anos,Empréstimo,35000.0,Verificado,Pago,Consolidação de Dívida,5.5%,0,332.39880059970017,2,7
7476.0,Curto,14.0%,261.1,,Alugado,47995.0,Verificado,Não Pago,Outro,20.5%,0,267.26470098284193,4,10
1996.0,Curto,8.0%,63.16,3 anos,Alugado,32996.0,Não Verificado,Pago,Cartão de Crédito,13.4%,0,435.26526736631683,1,1
19930.0,Longo,18.0%,515.42,mais de 10 anos,Empréstimo,139004.0,Verificado,Não Pago,Consolidação de Dívida,14.4%,0,479.32893553223386,1,3
3951.0,Curto,11.7%,139.81,6 anos,Alugado,31993.730000000003,Não Verificado,Não Pago,Cartão de Crédito,12.4%,0,365.1984827586207,5,1
26016.0,Longo,18.6%,673.77,2 anos,Empréstimo,47000.0,Verificado,Não Pago,Consolidação de Dívida,11.8%,0,397.1984007996002,9,8
8869.0,Curto,8.9%,294.88,7 anos,Alugado,48000.0,Não Verificado,Pago,Carro,16.4%,0,378.2650341495919,1,6
23897.0,Longo,14.7%,573.76,6 anos,Empréstimo,92000.0,Verificado,Não Pago,Consolidação de Dívida,17.1%,0,338.1969015492254,0,6
5974.0,Curto,11.9%,207.1,mais de 10 anos,Empréstimo,72000.0,Não Verificado,Pago,Outro,13.4%,1,288.864234549392,1,5
2974.0,Curto,9.2%,98.73,menos de 1 ano,Alugado,36400.0,Fonte Verificada,Pago,Cartão de Crédito,6.2%,0,434.49208728968847,0,1
7306.0,Curto,10.6%,245.86,5 anos,Empréstimo,57000.0,Não Verificado,Pago,Cartão de Crédito,7.2%,0,343.8647342995169,2,1
14964.0,Curto,13.0%,511.22999999999996,mais de 10 anos,Alugado,124000.0,Fonte Verificada,Pago,Consolidação de Dívida,10.3%,0,500.32916874895886,4,8
13119.0,Longo,13.2%,297.21999999999997,mais de 10 anos,Alugado,60000.0,Verificado,Pago,Consolidação de Dívida,15.3%,0,449.06463434949194,6,2
4884.0,Longo,6.5%,98.47,5 anos,Empréstimo,30000.0,Não Verificado,Pago,Melhoria da Casa,20.0%,0,489.0656338497418,0,5
8136.0,Curto,14.7%,284.02,mais de 10 anos,Alugado,72000.0,Fonte Verificada,Não Pago,Consolidação de Dívida,22.3%,0,455.864234549392,5,5
4870.0,Curto,7.9%,160.59,4 anos,Alugado,63000.0,Não Verificado,Pago,Consolidação de Dívida,8.2%,0,474.2645343994669,2,9
4134.0,Curto,13.5%,142.42999999999998,2 anos,Alugado,25800.0,Não Verificado,Pago,Consolidação de Dívida,8.5%,0,450.7857737797768,3,3
4314.0,Curto,8.3%,143.57,2 anos,Alugado,29000.0,Verificado,Pago,Carro,4.3%,0,413.99900049975014,0,10
3008.0,Curto,13.5%,106.19999999999999,mais de 10 anos,Alugado,38000.0,Não Verificado,Pago,Consolidação de Dívida,5.2%,0,287.59870064967515,2,1
11962.0,Curto,7.5%,380.40999999999997,,Alugado,39830.08,Fonte Verificada,Não Pago,Cartão de Crédito,19.6%,0,340.7206450108279,2,10
8131.0,Curto,17.2%,292.76,3 anos,Empréstimo,151000.0,Fonte Verificada,Pago,Cartão de Crédito,12.3%,0,261.12826919873396,2,9
11434.0,Curto,10.4%,382.54999999999995,2 anos,Alugado,28000.0,Verificado,Não Pago,Consolidação de Dívida,16.3%,0,478.9323671497585,3,4
8103.0,Curto,15.3%,283.68,7 anos,Alugado,71000.0,Fonte Verificada,Não Pago,Consolidação de Dívida,11.9%,1,393.7976011994003,5,8
12072.0,Curto,13.6%,414.03000000000003,6 anos,Empréstimo,77000.0,Verificado,Não Pago,Consolidação de Dívida,22.7%,1,388.1974012993503,2,6
4514.0,Curto,12.0%,149.76,mais de 10 anos,Alugado,47000.0,Fonte Verificada,Não Pago,Consolidação de Dívida,9.2%,0,281.1984007996002,3,5
3957.0,Curto,8.9%,127.89,3 anos,Alugado,20400.0,Não Verificado,Pago,Mudança,3.9%,0,486.42595368982177,1,7
2948.0,Curto,10.4%,99.53,2 anos,Alugado,50000.0,Fonte Verificada,Pago,Carro,9.6%,0,433.3983008495752,0,11
4876.0,Curto,13.0%,178.10999999999999,3 anos,Alugado,70400.0,Fonte Verificada,Pago,Mudança,5.1%,0,428.7576211894053,0,8
4088.0,Longo,13.7%,102.83,3 anos,Alugado,46196.0,Verificado,Pago,Consolidação de Dívida,4.4%,0,534.1448275862069,0,1
21057.0,Longo,17.3%,534.57,7 anos,Próprio,43000.0,Verificado,Não Pago,Consolidação de Dívida,15.8%,0,271.9318673996335,5,3
13911.0,Curto,15.3%,496.09000000000003,4 anos,Empréstimo,63300.0,Não Verificado,Pago,Consolidação de Dívida,23.6%,0,255.28452440446443,1,2
8134.0,Curto,11.1%,270.96999999999997,2 anos,Alugado,37000.0,Fonte Verificada,Não Pago,Consolidação de Dívida,22.8%,0,537.5320672996835,2,9
1913.0,Curto,13.2%,71.36,1 ano,Próprio,17500.0,Não Verificado,Pago,Compra Importante,8.9%,0,429.2327169748459,1,1
15028.0,Longo,16.9%,374.13000000000005,mais de 10 anos,Empréstimo,90004.0,Verificado,Não Pago,Consolidação de Dívida,6.0%,0,538.063901382642,4,4
3603.0,Curto,10.6%,117.81,mais de 10 anos,Alugado,37000.0,Não Verificado,Pago,Cartão de Crédito,19.6%,0,325.5320672996835,1,5
3789.0,Curto,14.3%,132.74,4 anos,Alugado,26950.0,Verificado,Pago,Consolidação de Dívida,24.7%,0,307.8624021322672,3,3
14662.0,Curto,19.4%,544.27,1 ano,Próprio,218000.0,Verificado,Pago,Compra Importante,2.1%,1,433.5927036481759,2,5
29890.0,Longo,11.0%,653.27,8 anos,Empréstimo,230000.0,Verificado,Pago,Pequena Empresa,4.4%,0,548.3923038480759,2,1
10034.0,Curto,7.5%,314.93,mais de 10 anos,Próprio,60000.0,Verificado,Não Pago,Compra Importante,9.8%,0,497.06463434949194,1,6
34971.0,Longo,14.3%,826.67,mais de 10 anos,Empréstimo,81000.0,Fonte Verificada,Não Pago,Pequena Empresa,15.4%,0,371.463934699317,3,10
7059.0,Curto,12.7%,247.36,8 anos,Alugado,82000.0,Verificado,Pago,Melhoria da Casa,14.2%,0,419.53056804930867,1,12
8911.0,Curto,11.7%,303.28,9 anos,Empréstimo,44000.0,Não Verificado,Pago,Energia Renovável,23.2%,0,401.9985007496252,0,4
5574.0,Curto,10.0%,182.0,1 ano,Alugado,68000.0,Fonte Verificada,Pago,Compra Importante,8.8%,0,548.5977011494253,1,8
4061.0,Curto,12.0%,136.33,mais de 10 anos,Alugado,38000.0,Fonte Verificada,Pago,Férias,22.4%,0,432.59870064967515,0,8
14067.0,Curto,10.6%,464.42999999999995,2 anos,Alugado,50000.0,Não Verificado,Pago,Consolidação de Dívida,13.2%,0,352.3983008495752,1,10
5511.0,Curto,7.0%,180.17000000000002,mais de 10 anos,Empréstimo,67200.0,Não Verificado,Pago,Melhoria da Casa,19.0%,0,479.54439446943195,3,5
4989.0,Curto,10.7%,163.51999999999998,menos de 1 ano,Empréstimo,198000.0,Não Verificado,Não Pago,Outro,12.5%,0,558.2600366483425,0,10
20630.0,Longo,16.9%,509.09999999999997,menos de 1 ano,Alugado,42000.0,Fonte Verificada,Não Pago,Consolidação de Dívida,19.1%,0,409.86523404964186,0,4
5037.0,Curto,7.0%,155.33,5 anos,Empréstimo,82000.0,Não Verificado,Pago,Carro,14.5%,0,437.53056804930867,5,1
24621.0,Longo,14.7%,583.4300000000001,2 anos,Empréstimo,46000.0,Verificado,Pago,Consolidação de Dívida,25.2%,0,258.1317674496085,9,8
12631.0,Curto,6.5%,399.84,menos de 1 ano,Alugado,46400.0,Verificado,Pago,Cartão de Crédito,15.6%,0,333.1584207896052,7,8
20070.0,Curto,7.9%,632.1099999999999,mais de 10 anos,Empréstimo,61000.0,Verificado,Pago,Consolidação de Dívida,13.5%,0,355.1312676994836,1,3
9698.0,Curto,6.0%,304.93,3 anos,Empréstimo,80000.0,Não Verificado,Pago,Consolidação de Dívida,14.4%,0,423.39730134932535,0,4
13112.0,Longo,10.0%,284.57,mais de 10 anos,Empréstimo,126000.0,Verificado,Pago,Melhoria da Casa,8.8%,0,367.4624354489422,2,10
24019.0,Longo,10.7%,519.31,5 anos,Empréstimo,41000.0,Fonte Verificada,Não Pago,Consolidação de Dívida,8.9%,0,421.7986006996502,1,7
11311.0,Curto,11.7%,371.33,3 anos,Alugado,82000.0,Não Verificado,Não Pago,Consolidação de Dívida,17.8%,0,383.53056804930867,9,4
8731.0,Curto,7.5%,282.28999999999996,mais de 10 anos,Empréstimo,60000.0,Não Verificado,Não Pago,Consolidação de Dívida,17.1%,1,302.06463434949194,3,12
23858.0,Longo,11.9%,536.4899999999999,4 anos,Alugado,83000.0,Verificado,Pago,Cartão de Crédito,13.4%,0,476.59720139930033,3,10
9819.0,Curto,7.7%,309.81,3 anos,Alugado,55996.0,Verificado,Pago,Compra Importante,9.0%,0,390.7978344161253,4,2
4010.0,Curto,7.5%,133.37,3 anos,Alugado,37000.0,Não Verificado,Pago,Férias,22.7%,0,269.5320672996835,0,2
20017.0,Curto,14.2%,690.84,1 ano,Alugado,183000.0,Não Verificado,Pago,Cartão de Crédito,22.9%,0,459.2605363984674,0,8
2962.0,Curto,10.0%,103.36,2 anos,Alugado,63000.0,Não Verificado,Pago,Casamento,12.0%,0,307.2645343994669,3,1
10123.0,Curto,13.5%,346.63,5 anos,Alugado,134600.0,Não Verificado,Não Pago,Mudança,7.8%,0,307.03548225887056,0,12
21239.0,Longo,15.6%,517.04,mais de 10 anos,Empréstimo,66000.0,Verificado,Pago,Cartão de Crédito,19.9%,0,417.46443444944197,2,6
14959.0,Curto,6.6%,461.09,,Alugado,30200.0,Verificado,Pago,Outro,9.0%,0,302.0789605197401,0,6
4682.0,Curto,9.6%,156.85,menos de 1 ano,Empréstimo,30000.0,Não Verificado,Não Pago,Casa,12.5%,0,279.0656338497418,0,6
11991.0,Curto,12.2%,407.40999999999997,2 anos,Empréstimo,58996.0,Não Verificado,Pago,Melhoria da Casa,18.9%,0,327.99773446610027,2,8
15106.0,Curto,8.5%,478.22999999999996,4 anos,Empréstimo,78000.0,Fonte Verificada,Pago,Consolidação de Dívida,16.5%,0,516.264034649342,1,7
24994.0,Longo,18.6%,649.1700000000001,mais de 10 anos,Alugado,48000.0,Fonte Verificada,Não Pago,Pequena Empresa,5.8%,0,297.2650341495919,2,9
12193.0,Curto,8.9%,385.74,6 anos,Alugado,57000.0,Fonte Verificada,Não Pago,Outro,8.0%,0,257.8647342995169,3,4
12130.0,Curto,6.2%,375.75,4 anos,Próprio,79000.0,Fonte Verificada,Pago,Consolidação de Dívida,13.5%,0,315.3306679993337,2,9
24921.0,Longo,16.4%,615.85,,Alugado,100000.0,Verificado,Não Pago,Pequena Empresa,0.6%,0,456.72996834915875,6,1
17448.0,Longo,17.2%,439.98,mais de 10 anos,Empréstimo,92000.0,Verificado,Não Pago,Pequena Empresa,15.2%,1,533.1969015492255,1,4
8109.0,Curto,8.0%,259.96999999999997,9 anos,Empréstimo,74000.0,Não Verificado,Pago,Cartão de Crédito,11.5%,0,299.9975012493753,2,8
6634.0,Longo,11.1%,142.1,6 anos,Empréstimo,37000.0,Fonte Verificada,Não Pago,Compra Importante,12.8%,0,524.5320672996835,4,1
3076.0,Curto,11.1%,100.85000000000001,2 anos,Alugado,38004.0,Não Verificado,Pago,Outro,4.5%,0,430.5989671830751,1,12
3991.0,Longo,18.8%,110.0,1 ano,Alugado,31000.0,Fonte Verificada,Pago,Consolidação de Dívida,19.6%,0,459.13226719973346,0,7
3364.0,Longo,8.5%,80.41,3 anos,Empréstimo,84000.0,Não Verificado,Pago,Outro,6.4%,0,373.663834749292,1,10
19874.0,Curto,13.0%,681.16,menos de 1 ano,Alugado,55004.0,Fonte Verificada,Pago,Consolidação de Dívida,8.9%,0,369.7317341329335,1,12
5000.0,Curto,16.0%,179.07,9 anos,Empréstimo,32400.0,Não Verificado,Não Pago,Consolidação de Dívida,16.3%,1,432.2255538897218,3,10
6018.0,Curto,13.5%,210.55,mais de 10 anos,Alugado,89000.0,Não Verificado,Pago,Consolidação de Dívida,19.7%,0,439.99700149925036,2,6
12488.0,Curto,10.7%,408.54,mais de 10 anos,Alugado,43000.0,Não Verificado,Pago,Cartão de Crédito,11.8%,0,353.9318673996335,3,4
8852.0,Longo,14.0%,218.09,2 anos,Empréstimo,54100.0,Fonte Verificada,Pago,Consolidação de Dívida,14.7%,0,370.67149758454104,1,4
10126.0,Curto,7.7%,320.40000000000003,3 anos,Empréstimo,82000.0,Verificado,Pago,Casa,7.7%,0,482.53056804930867,2,1
7812.0,Curto,6.0%,239.41,menos de 1 ano,Empréstimo,40000.0,Fonte Verificada,Pago,Consolidação de Dívida,4.4%,0,313.7319673496585,0,1
9944.0,Curto,13.8%,344.17,menos de 1 ano,Alugado,37000.0,Não Verificado,Não Pago,Consolidação de Dívida,21.6%,0,350.5320672996835,7,7
5460.0,Curto,16.8%,197.79,mais de 10 anos,Empréstimo,55000.0,Fonte Verificada,Pago,Consolidação de Dívida,10.9%,0,391.7314675995336,1,6
3865.0,Longo,19.0%,107.24,3 anos,Alugado,23000.0,Fonte Verificada,Pago,Outro,9.4%,0,486.5992003998001,0,12
10036.0,Curto,15.7%,358.27000000000004,5 anos,Alugado,62000.0,Fonte Verificada,Pago,Consolidação de Dívida,4.9%,1,423.19790104947526,1,6
15892.0,Curto,11.1%,522.2900000000001,mais de 10 anos,Outro,75411.0,Verificado,Não Pago,Consolidação de Dívida,9.5%,0,408.09152090621353,1,6
15859.0,Curto,11.7%,537.62,7 anos,Alugado,40494.0,Fonte Verificada,Não Pago,Carro,10.7%,0,392.7648842245544,1,9
12094.0,Curto,7.5%,375.35999999999996,4 anos,Alugado,31000.0,Não Verificado,Pago,Cartão de Crédito,19.1%,0,510.13226719973346,1,9
3107.0,Curto,5.8%,98.71,menos de 1 ano,Alugado,32000.0,Fonte Verificada,Pago,Compra Importante,17.6%,0,469.1989005497251,1,4
17184.0,Longo,17.3%,438.96000000000004,9 anos,Empréstimo,57000.0,Verificado,Não Pago,Melhoria da Casa,23.8%,0,327.8647342995169,1,10
13185.0,Longo,19.9%,350.59,menos de 1 ano,Alugado,46000.0,Verificado,Não Pago,Consolidação de Dívida,22.2%,0,364.1317674496085,2,2
12113.0,Curto,10.6%,392.02000000000004,3 anos,Alugado,79000.0,Fonte Verificada,Pago,Consolidação de Dívida,13.0%,0,363.3306679993337,2,7
9006.0,Curto,14.1%,310.35,3 anos,Empréstimo,50004.0,Verificado,Não Pago,Consolidação de Dívida,8.2%,0,374.39856738297516,4,1
29859.0,Longo,23.5%,863.5300000000001,3 anos,Alugado,110000.0,Verificado,Não Pago,Consolidação de Dívida,8.5%,0,421.3963018490755,1,7
7806.0,Longo,11.0%,176.38,9 anos,Alugado,50400.0,Não Verificado,Não Pago,Carro,16.6%,0,416.4249541895719,1,1
12056.0,Longo,17.1%,301.75,mais de 10 anos,Alugado,65061.0,Fonte Verificada,Não Pago,Consolidação de Dívida,15.9%,0,272.40186573379975,1,3
3289.0,Curto,13.8%,117.15,mais de 10 anos,Alugado,64000.0,Fonte Verificada,Não Pago,Casamento,9.1%,0,452.3311677494586,1,12
22159.0,Longo,16.9%,555.31,mais de 10 anos,Empréstimo,136000.0,Verificado,Pago,Consolidação de Dívida,10.5%,0,323.1287689488589,7,11
7855.0,Curto,9.2%,257.71000000000004,menos de 1 ano,Alugado,39000.0,Fonte Verificada,Pago,Consolidação de Dívida,23.1%,0,450.6653339996668,1,9
10749.0,Curto,15.2%,379.19,menos de 1 ano,Alugado,26000.0,Fonte Verificada,Não Pago,Consolidação de Dívida,10.8%,0,375.7991004497751,3,1
24906.0,Longo,18.2%,646.28,5 anos,Alugado,117000.0,Verificado,Não Pago,Consolidação de Dívida,15.8%,0,473.8627352990172,0,8
6441.0,Curto,8.6%,215.23,2 anos,Empréstimo,28000.0,Não Verificado,Pago,Consolidação de Dívida,12.3%,0,369.9323671497585,2,5
2117.0,Curto,7.5%,68.91,mais de 10 anos,Alugado,78000.0,Não Verificado,Pago,Consolidação de Dívida,13.4%,0,519.264034649342,1,9
19073.0,Curto,6.9%,593.37,2 anos,Empréstimo,103000.0,Fonte Verificada,Pago,Consolidação de Dívida,15.8%,0,319.92986839913374,1,8
25912.0,Longo,10.7%,569.52,mais de 10 anos,Empréstimo,75000.0,Verificado,Pago,Consolidação de Dívida,8.0%,0,489.064134599367,3,6
28295.0,Curto,10.0%,912.1999999999999,6 anos,Alugado,66000.0,Verificado,Pago,Consolidação de Dívida,19.5%,0,497.46443444944197,1,7
28008.0,Longo,14.9%,671.31,2 anos,Empréstimo,66000.0,Fonte Verificada,Pago,Pequena Empresa,2.5%,0,435.46443444944197,2,12
9058.0,Longo,13.8%,214.76000000000002,3 anos,Empréstimo,34236.96,Não Verificado,Não Pago,Compra Importante,12.4%,0,254.34795668832248,1,6
3098.0,Curto,8.5%,105.88000000000001,1 ano,Alugado,19000.0,Não Verificado,Pago,Cartão de Crédito,11.3%,0,427.3326669998334,5,3
19400.0,Curto,9.9%,632.03,6 anos,Empréstimo,84600.0,Verificado,Pago,Consolidação de Dívida,12.2%,0,472.703814759287,0,3
2466.0,Curto,9.6%,90.06,menos de 1 ano,Alugado,48000.0,Não Verificado,Pago,Casamento,13.8%,0,343.2650341495919,2,11
5677.0,Curto,10.7%,184.31,menos de 1 ano,Empréstimo,88000.0,Verificado,Não Pago,Consolidação de Dívida,11.6%,0,267.9303681492587,1,9
3958.0,Curto,15.6%,147.79,2 anos,Alugado,21720.0,Fonte Verificada,Não Pago,Consolidação de Dívida,11.9%,0,347.51390971181075,2,3
4861.0,Curto,11.1%,168.16,3 anos,Alugado,65004.0,Não Verificado,Não Pago,Outro,15.2%,1,408.39806763285026,4,4
9468.0,Curto,16.4%,344.26,4 anos,Alugado,63000.0,Não Verificado,Pago,Pequena Empresa,9.5%,0,470.2645343994669,5,2
5390.0,Longo,14.9%,132.4,mais de 10 anos,Próprio,99000.0,Fonte Verificada,Não Pago,Melhoria da Casa,5.6%,0,367.6633349991671,1,6
9934.0,Curto,6.0%,311.3,6 anos,Empréstimo,47000.0,Não Verificado,Pago,Compra Importante,21.7%,0,441.1984007996002,2,8
1941.0,Curto,14.3%,75.51,1 ano,Alugado,37400.0,Não Verificado,Não Pago,Consolidação de Dívida,17.9%,1,449.55872063968013,4,5
10138.0,Curto,6.0%,311.93,2 anos,Alugado,58000.0,Fonte Verificada,Pago,Consolidação de Dívida,16.8%,0,278.93136764950856,3,5
8504.0,Curto,11.7%,286.84999999999997,2 anos,Alugado,44000.0,Verificado,Pago,Outro,18.1%,0,263.9985007496252,1,2
9977.0,Curto,9.9%,329.94,mais de 10 anos,Próprio,73000.0,Fonte Verificada,Pago,Consolidação de Dívida,6.4%,0,389.93086789938366,3,12
13972.0,Longo,21.7%,387.39,5 anos,Alugado,63000.0,Fonte Verificada,Pago,Pequena Empresa,2.7%,2,268.2645343994669,2,1
17894.0,Longo,11.9%,403.71,mais de 10 anos,Alugado,73844.8,Não Verificado,Pago,Consolidação de Dívida,24.7%,0,445.9871597534566,5,9
8881.0,Longo,11.1%,196.86,5 anos,Alugado,43000.0,Verificado,Pago,Carro,13.2%,0,364.9318673996335,0,1
21980.0,Curto,11.9%,735.77,,Empréstimo,74000.0,Fonte Verificada,Não Pago,Pequena Empresa,11.4%,0,375.9975012493753,0,11
24949.0,Longo,11.7%,556.5600000000001,menos de 1 ano,Alugado,57000.0,Verificado,Pago,Consolidação de Dívida,6.8%,0,402.8647342995169,0,1
3011.0,Curto,11.5%,107.2,2 anos,Alugado,40000.0,Não Verificado,Não Pago,Cartão de Crédito,15.9%,0,390.7319673496585,1,9
5919.0,Curto,5.4%,190.62,mais de 10 anos,Próprio,53000.0,Não Verificado,Pago,Férias,1.5%,0,293.59820089955025,1,8
5853.0,Curto,6.9%,193.55,menos de 1 ano,Alugado,35500.0,Não Verificado,Pago,Consolidação de Dívida,18.9%,0,334.432117274696,1,9
15071.0,Curto,7.5%,473.36999999999995,mais de 10 anos,Alugado,34000.0,Fonte Verificada,Pago,Consolidação de Dívida,20.2%,0,401.3321672497085,0,7
29982.0,Longo,16.8%,742.58,mais de 10 anos,Alugado,72996.0,Verificado,Pago,Consolidação de Dívida,24.4%,0,497.93060136598365,2,11
15089.0,Longo,14.5%,354.32,9 anos,Alugado,108000.0,Verificado,Pago,Consolidação de Dívida,5.2%,0,508.2630351490921,4,8
6959.0,Curto,11.3%,233.70000000000002,7 anos,Alugado,35000.0,Não Verificado,Pago,Compra Importante,5.7%,0,498.39880059970017,1,7
13891.0,Longo,8.9%,291.95,4 anos,Próprio,70500.0,Fonte Verificada,Pago,Consolidação de Dívida,14.9%,0,491.76428452440445,0,1
9980.0,Curto,7.5%,316.26,6 anos,Empréstimo,32000.0,Fonte Verificada,Pago,Consolidação de Dívida,4.0%,0,436.1989005497251,1,9
12074.0,Longo,19.3%,321.71,6 anos,Alugado,52000.0,Não Verificado,Pago,Consolidação de Dívida,11.8%,0,449.53156754955853,6,4
7184.0,Curto,7.0%,222.48,2 anos,Alugado,51400.0,Fonte Verificada,Não Pago,Compra Importante,0.1%,0,339.49158753956357,6,8
10957.0,Curto,11.9%,373.5,7 anos,Empréstimo,50500.0,Verificado,Pago,Consolidação de Dívida,8.4%,0,264.43161752457104,1,3
7614.0,Curto,10.4%,243.57999999999998,2 anos,Alugado,43000.0,Verificado,Não Pago,Consolidação de Dívida,3.3%,0,366.9318673996335,2,3
24556.0,Longo,10.4%,529.91,mais de 10 anos,Empréstimo,73600.0,Verificado,Pago,Outro,23.7%,0,506.9708479093786,3,6
4878.0,Longo,7.7%,98.86,7 anos,Alugado,32224.0,Não Verificado,Pago,Cartão de Crédito,29.9%,0,455.21382642012327,10,10
4494.0,Curto,8.5%,142.22,5 anos,Alugado,60000.0,Não Verificado,Não Pago,Compra Importante,15.0%,1,364.06463434949194,1,10
5105.0,Curto,6.9%,158.9,mais de 10 anos,Empréstimo,60000.0,Fonte Verificada,Pago,Melhoria da Casa,6.5%,0,254.06463434949194,0,7
14522.0,Curto,10.4%,477.65,2 anos,Alugado,44000.0,Fonte Verificada,Pago,Consolidação de Dívida,24.2%,2,260.9985007496252,3,9
8263.0,Curto,11.8%,283.4,2 anos,Alugado,47000.0,Não Verificado,Pago,Consolidação de Dívida,5.7%,0,400.1984007996002,3,2
1697.0,Curto,10.6%,62.1,4 anos,Alugado,33000.0,Não Verificado,Pago,Carro,25.7%,0,380.2655338997168,2,2
14093.0,Curto,10.4%,459.52,7 anos,Empréstimo,39000.0,Verificado,Não Pago,Pequena Empresa,11.1%,0,517.6653339996668,1,10
3193.0,Curto,7.5%,99.03999999999999,menos de 1 ano,Alugado,25000.0,Não Verificado,Pago,Consolidação de Dívida,16.6%,0,394.73246709978343,7,4
17898.0,Curto,11.6%,596.7,mais de 10 anos,Alugado,99000.0,Fonte Verificada,Não Pago,Casa,11.3%,0,389.6633349991671,1,1
4605.0,Curto,10.0%,152.35999999999999,3 anos,Empréstimo,41000.0,Verificado,Não Pago,Carro,14.5%,0,483.7986006996502,1,2
1799.0,Curto,7.5%,62.330000000000005,,Alugado,12192.0,Verificado,Pago,Consolidação de Dívida,20.8%,0,316.87902715309014,1,11
