montante_financiado,prazo,taxa_de_juros,parcela,tempo_de_emprego,propriedade_de_casa,renda_anual,status_de_verificacao,finalidade,divida_sobre_renda,inadimplencias_2_anos,score_de_credito,numero_de_dependentes,anos_na_residencia_atual
8912.0,Curto,14.2%,315.0,3 anos,Alugado,31000.0,Não Verificado,Consolidação de Dívida,17.9%,0,398.13226719973346,4,3
13081.0,Curto,9.6%,427.14000000000004,4 anos,Empréstimo,59300.0,Fonte Verificada,Consolidação de Dívida,8.0%,0,447.01799100449773,2,1
12565.0,Curto,7.5%,392.96999999999997,4 anos,Empréstimo,62000.0,Verificado,Consolidação de Dívida,17.7%,0,495.19790104947526,1,9
2279.0,Curto,13.5%,90.83,3 anos,Alugado,60000.0,Não Verificado,Consolidação de Dívida,5.0%,2,321.06463434949194,2,9
9858.0,Curto,7.9%,316.83000000000004,menos de 1 ano,Empréstimo,184000.0,Fonte Verificada,Pequena Empresa,11.1%,0,307.3271697484591,0,7
15897.0,Curto,19.4%,595.57,4 anos,Empréstimo,87000.0,Não Verificado,Melhoria da Casa,17.4%,0,473.86373479926704,0,9
24012.0,Longo,19.4%,629.1,5 anos,Alugado,61000.0,Fonte Verificada,Consolidação de Dívida,18.5%,0,522.1312676994836,3,9
7266.0,Curto,12.6%,247.85,3 anos,Alugado,32000.0,Não Verificado,Cartão de Crédito,13.7%,0,287.1989005497251,0,1
9587.0,Curto,7.0%,296.82,mais de 10 anos,Alugado,52000.0,Não Verificado,Consolidação de Dívida,8.9%,0,403.53156754955853,2,8
13495.0,Longo,18.3%,349.18,4 anos,Alugado,41000.0,Não Verificado,Consolidação de Dívida,15.9%,0,487.7986006996502,3,4
11971.0,Longo,16.0%,294.15,3 anos,Alugado,37500.0,Não Verificado,Consolidação de Dívida,15.9%,1,282.5653839746793,3,6
24964.0,Curto,11.0%,819.65,mais de 10 anos,Empréstimo,85000.0,Verificado,Consolidação de Dívida,10.6%,0,359.7304680992837,5,1
14905.0,Curto,10.4%,495.39,4 anos,Alugado,50172.0,Não Verificado,Consolidação de Dívida,21.8%,0,293.40976178577375,2,9
17872.0,Curto,13.0%,613.4000000000001,2 anos,Alugado,248000.0,Fonte Verificada,Consolidação de Dívida,11.6%,1,459.59170414792607,4,4
35129.0,Longo,20.3%,937.24,3 anos,Empréstimo,543000.0,Verificado,Melhoria da Casa,8.2%,0,547.2485423954689,1,3
4879.0,Curto,15.3%,175.15,mais de 10 anos,Empréstimo,58000.0,Verificado,Consolidação de Dívida,12.2%,0,437.93136764950856,0,12
15091.0,Longo,14.2%,354.17,9 anos,Próprio,49000.0,Fonte Verificada,Consolidação de Dívida,26.6%,0,535.3316674995835,1,8
8356.0,Curto,14.8%,300.19,2 anos,Alugado,66000.0,Não Verificado,Cartão de Crédito,8.0%,2,259.46443444944197,0,9
14090.0,Curto,16.0%,498.53,mais de 10 anos,Alugado,83000.0,Verificado,Consolidação de Dívida,18.3%,0,412.59720139930033,0,6
8110.0,Curto,10.0%,259.36,mais de 10 anos,Empréstimo,42000.0,Verificado,Consolidação de Dívida,10.1%,0,317.86523404964186,3,6
20049.0,Longo,15.3%,479.15,mais de 10 anos,Empréstimo,67004.0,Fonte Verificada,Consolidação de Dívida,11.3%,0,461.5313343328336,1,1
7475.0,Longo,18.7%,201.75,3 anos,Empréstimo,58000.0,Fonte Verificada,Carro,3.6%,0,463.93136764950856,0,9
8017.0,Curto,7.9%,252.45000000000002,mais de 10 anos,Alugado,44672.48,Não Verificado,Consolidação de Dívida,18.6%,0,284.0433103448276,7,10
8081.0,Curto,6.9%,256.46999999999997,3 anos,Alugado,16000.0,Não Verificado,Casamento,1.0%,1,463.1327669498584,2,7
2918.0,Curto,7.5%,99.57000000000001,2 anos,Alugado,27000.0,Fonte Verificada,Cartão de Crédito,12.8%,0,353.86573379976676,0,7
8012.0,Curto,11.1%,260.17,4 anos,Alugado,39000.0,Fonte Verificada,Consolidação de Dívida,19.2%,0,254.6653339996668,4,10
13018.0,Curto,13.1%,445.15,menos de 1 ano,Alugado,33200.0,Não Verificado,Consolidação de Dívida,20.6%,0,385.27886056971516,1,12
25017.0,Curto,18.1%,905.6,mais de 10 anos,Empréstimo,73000.0,Verificado,Outro,21.0%,0,346.93086789938366,3,12
19930.0,Longo,11.4%,439.89,mais de 10 anos,Empréstimo,88000.0,Verificado,Compra Importante,0.5%,0,418.9303681492587,0,11
11984.0,Longo,8.9%,250.43,1 ano,Alugado,51000.0,Fonte Verificada,Pequena Empresa,3.9%,0,375.46493419956687,4,10
11997.0,Longo,13.0%,282.76,8 anos,Próprio,96000.0,Verificado,Consolidação de Dívida,18.5%,0,404.46343494919205,3,6
10103.0,Longo,10.4%,216.04000000000002,mais de 10 anos,Empréstimo,53000.0,Não Verificado,Outro,0.9%,0,371.59820089955025,2,1
2863.0,Curto,13.5%,100.17,4 anos,Empréstimo,49000.0,Não Verificado,Consolidação de Dívida,3.5%,1,372.33166749958355,0,12
20069.0,Curto,12.4%,674.65,4 anos,Empréstimo,87000.0,Fonte Verificada,Melhoria da Casa,8.4%,0,333.86373479926704,2,7
29903.0,Curto,18.6%,1098.55,mais de 10 anos,Empréstimo,167000.0,Verificado,Consolidação de Dívida,18.1%,1,531.1944027986008,3,6
4948.0,Curto,6.9%,163.87,2 anos,Alugado,12400.0,Verificado,Consolidação de Dívida,8.5%,0,467.8928868898884,2,12
7964.0,Curto,14.0%,277.37,4 anos,Alugado,47000.0,Fonte Verificada,Cartão de Crédito,13.7%,0,373.1984007996002,0,4
7413.0,Curto,11.1%,254.13,2 anos,Alugado,45450.0,Não Verificado,Consolidação de Dívida,7.2%,0,505.09511910711313,10,12
15055.0,Curto,16.4%,534.22,menos de 1 ano,Empréstimo,98000.0,Fonte Verificada,Consolidação de Dívida,15.3%,2,334.59670164917543,1,7
5142.0,Curto,13.5%,180.04999999999998,mais de 10 anos,Alugado,36000.0,Não Verificado,Outro,14.7%,0,267.4654339496918,0,3
21317.0,Longo,15.2%,516.06,8 anos,Empréstimo,97000.0,Verificado,Consolidação de Dívida,7.8%,0,419.53006829918377,0,5
14954.0,Curto,7.5%,475.1,3 anos,Próprio,43500.0,Verificado,Consolidação de Dívida,26.8%,0,494.96518407462935,1,5
5566.0,Curto,11.0%,187.41,,Empréstimo,60000.0,Não Verificado,Consolidação de Dívida,23.1%,0,527.0646343494919,1,2
8597.0,Curto,7.1%,263.94,mais de 10 anos,Empréstimo,48000.0,Não Verificado,Consolidação de Dívida,15.6%,0,269.2650341495919,1,4
7895.0,Curto,7.5%,257.09,mais de 10 anos,Empréstimo,112992.0,Não Verificado,Carro,18.2%,0,523.5956688322506,1,2
10111.0,Longo,10.4%,219.63000000000002,mais de 10 anos,Empréstimo,40000.0,Não Verificado,Consolidação de Dívida,16.9%,0,420.7319673496585,2,10
5509.0,Curto,13.2%,194.99,5 anos,Alugado,26000.0,Fonte Verificada,Consolidação de Dívida,21.9%,0,472.7991004497751,1,9
12102.0,Curto,12.0%,399.73999999999995,1 ano,Alugado,84000.0,Não Verificado,Consolidação de Dívida,14.1%,0,495.663834749292,2,8
19939.0,Curto,6.5%,615.13,menos de 1 ano,Alugado,91000.0,Verificado,Cartão de Crédito,6.1%,0,437.13026819923374,0,5
22639.0,Longo,20.9%,610.68,3 anos,Alugado,48000.0,Verificado,Compra Importante,7.7%,0,270.2650341495919,1,4
9989.0,Longo,13.3%,236.12,5 anos,Empréstimo,119000.0,Não Verificado,Cartão de Crédito,24.3%,0,345.9960019990005,0,12
5063.0,Curto,13.1%,170.59,5 anos,Alugado,22600.0,Verificado,Consolidação de Dívida,6.8%,0,317.5725470598034,5,1
16868.0,Longo,11.5%,379.28000000000003,2 anos,Alugado,27996.0,Fonte Verificada,Consolidação de Dívida,14.1%,0,384.93210061635847,1,2
8025.0,Curto,11.3%,267.69,6 anos,Empréstimo,90730.0,Verificado,Consolidação de Dívida,8.0%,0,405.11227719473595,1,12
11914.0,Longo,15.6%,292.75,2 anos,Alugado,54000.0,Verificado,Compra Importante,7.3%,0,358.6648342495419,6,6
5621.0,Curto,16.0%,200.42000000000002,menos de 1 ano,Alugado,40000.0,Fonte Verificada,Consolidação de Dívida,10.3%,0,494.7319673496585,5,5
3560.0,Curto,11.0%,119.74,menos de 1 ano,Alugado,61400.0,Não Verificado,Compra Importante,12.0%,0,337.15792103948024,0,10
12087.0,Longo,11.0%,270.08000000000004,menos de 1 ano,Próprio,44000.0,Fonte Verificada,Consolidação de Dívida,14.6%,0,414.9985007496252,6,7
9641.0,Curto,7.5%,305.68,3 anos,Alugado,66000.0,Verificado,Pequena Empresa,27.3%,1,331.46443444944197,0,9
15043.0,Curto,10.6%,497.59,5 anos,Empréstimo,48055.0,Não Verificado,Consolidação de Dívida,16.2%,0,278.26869898384143,2,12
9011.0,Curto,12.7%,305.89000000000004,7 anos,Alugado,35000.0,Verificado,Consolidação de Dívida,23.4%,0,292.39880059970017,5,3
5990.0,Curto,16.9%,226.28,1 ano,Empréstimo,40300.0,Fonte Verificada,Consolidação de Dívida,19.0%,1,309.751957354656,0,6
4606.0,Curto,13.2%,164.26,menos de 1 ano,Alugado,17000.0,Não Verificado,Consolidação de Dívida,14.6%,0,325.1994002998501,0,2
15122.0,Curto,15.1%,521.15,mais de 10 anos,Empréstimo,52000.0,Não Verificado,Cartão de Crédito,16.9%,0,315.53156754955853,3,2
10067.0,Curto,13.2%,348.01,menos de 1 ano,Alugado,96000.0,Não Verificado,Consolidação de Dívida,8.3%,0,390.46343494919205,0,4
4960.0,Curto,6.9%,156.25,5 anos,Empréstimo,97000.0,Não Verificado,Melhoria da Casa,6.2%,0,311.53006829918377,1,10
8133.0,Curto,10.7%,267.38,9 anos,Alugado,67000.0,Fonte Verificada,Consolidação de Dívida,19.0%,0,461.53106779943363,0,2
23950.0,Longo,10.6%,519.8599999999999,mais de 10 anos,Empréstimo,107000.0,Verificado,Consolidação de Dívida,15.8%,0,322.19640179910044,2,7
7594.0,Curto,15.3%,269.45,1 ano,Alugado,38000.0,Não Verificado,Outro,21.1%,0,418.59870064967515,0,3
3568.0,Curto,12.2%,117.36999999999999,3 anos,Empréstimo,139000.0,Verificado,Outro,13.5%,1,318.3286689988339,9,4
17992.0,Curto,7.0%,560.6,mais de 10 anos,Próprio,32000.0,Não Verificado,Consolidação de Dívida,20.3%,0,414.1989005497251,2,4
10137.0,Longo,14.9%,238.44,2 anos,Alugado,91000.0,Verificado,Melhoria da Casa,0.0%,1,552.1302681992338,2,1
3607.0,Curto,11.0%,117.75,4 anos,Empréstimo,56000.0,Não Verificado,Consolidação de Dívida,0.6%,1,552.7981009495252,1,4
2584.0,Curto,6.4%,83.88000000000001,mais de 10 anos,Empréstimo,64560.0,Não Verificado,Melhoria da Casa,10.3%,0,393.3684824254539,1,2
7641.0,Curto,13.2%,262.14,2 anos,Alugado,103000.0,Não Verificado,Consolidação de Dívida,22.2%,0,364.92986839913374,3,1
7142.0,Curto,7.1%,218.78,mais de 10 anos,Empréstimo,58738.0,Não Verificado,Compra Importante,11.5%,0,410.98054306180245,8,12
3068.0,Curto,11.5%,105.24000000000001,menos de 1 ano,Próprio,17000.0,Não Verificado,Pequena Empresa,12.2%,0,393.1994002998501,5,3
3365.0,Curto,10.7%,108.33,7 anos,Empréstimo,30000.0,Fonte Verificada,Consolidação de Dívida,14.7%,0,442.0656338497418,1,4
6121.0,Curto,7.9%,188.69,3 anos,Alugado,108000.0,Não Verificado,Cartão de Crédito,3.9%,0,285.2630351490921,5,4
8485.0,Curto,7.5%,272.99,3 anos,Empréstimo,43000.0,Não Verificado,Outro,20.7%,0,443.9318673996335,3,1
14374.0,Longo,15.6%,350.46,menos de 1 ano,Alugado,46500.0,Fonte Verificada,Consolidação de Dívida,24.8%,0,292.1650841246044,0,3
2988.0,Curto,11.0%,106.64999999999999,2 anos,Alugado,28200.0,Não Verificado,Consolidação de Dívida,10.0%,0,550.9456938197568,1,5
14121.0,Curto,8.9%,452.36,3 anos,Empréstimo,48996.0,Não Verificado,Consolidação de Dívida,24.0%,1,504.3314009661836,6,5
8111.0,Curto,8.9%,259.33,5 anos,Próprio,94000.0,Não Verificado,Melhoria da Casa,8.8%,0,293.3301682492087,4,4
6029.0,Curto,15.3%,216.32,8 anos,Alugado,36996.0,Não Verificado,Mudança,7.3%,0,535.5318007662836,2,4
6546.0,Curto,11.8%,219.79,mais de 10 anos,Empréstimo,91200.0,Não Verificado,Melhoria da Casa,2.1%,0,464.14359486923206,0,7
2875.0,Curto,15.6%,111.09,4 anos,Alugado,42000.0,Fonte Verificada,Pequena Empresa,1.5%,3,257.86523404964186,10,6
4929.0,Curto,8.6%,162.07,5 anos,Empréstimo,248996.0,Verificado,Melhoria da Casa,6.3%,0,510.6580709645177,3,7
12894.0,Curto,21.2%,495.15,menos de 1 ano,Alugado,157000.0,Não Verificado,Pequena Empresa,10.4%,0,308.528069298684,3,7
10798.0,Curto,11.1%,353.68,mais de 10 anos,Próprio,52200.0,Não Verificado,Pequena Empresa,15.0%,0,291.5448942195569,1,7
6867.0,Curto,5.8%,213.72,mais de 10 anos,Empréstimo,50500.0,Fonte Verificada,Carro,24.5%,0,518.431617524571,2,6
20854.0,Longo,15.6%,503.17999999999995,mais de 10 anos,Empréstimo,68000.0,Fonte Verificada,Pequena Empresa,0.6%,0,461.5977011494253,1,6
25035.0,Curto,11.8%,830.35,2 anos,Empréstimo,65000.0,Não Verificado,Consolidação de Dívida,22.2%,0,425.39780109945025,1,10
11940.0,Curto,10.0%,392.92999999999995,1 ano,Alugado,82000.0,Verificado,Consolidação de Dívida,17.8%,0,355.53056804930867,1,12
2127.0,Curto,7.4%,70.25,mais de 10 anos,Empréstimo,67000.0,Verificado,Outro,18.3%,0,340.53106779943363,1,8
10146.0,Curto,11.9%,336.03000000000003,3 anos,Alugado,84004.0,Não Verificado,Consolidação de Dívida,12.9%,0,506.664101282692,4,7
24866.0,Curto,12.5%,841.79,6 anos,Alugado,118000.0,Verificado,Casamento,1.4%,0,373.92936864900884,0,11
4126.0,Curto,6.5%,129.46,mais de 10 anos,Próprio,27200.0,Fonte Verificada,Mudança,0.0%,0,261.87906046976514,0,3
7241.0,Curto,7.5%,227.26,mais de 10 anos,Empréstimo,101600.0,Não Verificado,Cartão de Crédito,27.0%,0,421.83658170914543,2,3
9969.0,Curto,13.2%,347.26,mais de 10 anos,Empréstimo,97800.0,Fonte Verificada,Melhoria da Casa,7.1%,0,401.58337497917705,4,1
21093.0,Longo,11.7%,466.62,3 anos,Alugado,61000.0,Não Verificado,Consolidação de Dívida,6.6%,0,507.1312676994836,1,1
4065.0,Curto,10.7%,135.42000000000002,4 anos,Alugado,100000.0,Não Verificado,Consolidação de Dívida,2.0%,0,347.72996834915875,4,3
6086.0,Curto,13.2%,207.04000000000002,menos de 1 ano,Empréstimo,50000.0,Não Verificado,Consolidação de Dívida,17.2%,0,361.3983008495752,2,2
10063.0,Curto,5.8%,312.12,mais de 10 anos,Empréstimo,57000.0,Verificado,Consolidação de Dívida,19.0%,0,356.8647342995169,3,1
5478.0,Longo,13.2%,133.6,3 anos,Alugado,30398.4,Fonte Verificada,Cartão de Crédito,24.8%,0,409.0921805763785,1,2
6148.0,Curto,7.9%,194.92,2 anos,Alugado,47152.0,Não Verificado,Consolidação de Dívida,16.6%,0,367.20852906879895,1,1
30131.0,Longo,16.5%,739.05,mais de 10 anos,Alugado,51800.0,Verificado,Consolidação de Dívida,9.3%,0,263.5182408795602,2,6
9555.0,Curto,7.1%,305.01000000000005,6 anos,Empréstimo,53996.0,Não Verificado,Consolidação de Dívida,24.6%,0,271.6645677161419,0,9
2884.0,Curto,9.3%,103.1,menos de 1 ano,Alugado,34004.0,Não Verificado,Outro,2.9%,0,477.33243378310846,2,2
16046.0,Longo,10.4%,344.15999999999997,mais de 10 anos,Empréstimo,205000.0,Fonte Verificada,Melhoria da Casa,4.1%,0,530.7264700982842,4,8
5079.0,Curto,8.6%,166.31,9 anos,Empréstimo,73000.0,Não Verificado,Consolidação de Dívida,12.6%,0,419.93086789938366,1,8
5369.0,Curto,7.5%,173.64000000000001,2 anos,Empréstimo,99200.0,Não Verificado,Carro,8.8%,0,283.6766616691654,1,7
1590.0,Curto,15.2%,62.760000000000005,,Alugado,59600.0,Fonte Verificada,Consolidação de Dívida,15.8%,0,335.03798100949524,1,5
9136.0,Curto,7.9%,286.7,2 anos,Alugado,49800.0,Não Verificado,Cartão de Crédito,7.9%,0,498.3849741795769,0,7
7142.0,Curto,10.4%,231.05,mais de 10 anos,Alugado,60000.0,Verificado,Compra Importante,13.9%,3,413.06463434949194,3,7
3084.0,Curto,12.0%,101.03999999999999,7 anos,Empréstimo,48000.0,Não Verificado,Consolidação de Dívida,12.3%,0,425.2650341495919,0,6
12858.0,Curto,16.3%,462.47,mais de 10 anos,Alugado,27000.0,Fonte Verificada,Consolidação de Dívida,12.9%,0,284.86573379976676,0,9
8407.0,Curto,14.8%,296.44,3 anos,Alugado,132000.0,Verificado,Consolidação de Dívida,8.3%,0,532.8622355488922,0,7
15979.0,Longo,11.9%,355.01000000000005,8 anos,Empréstimo,73000.0,Verificado,Consolidação de Dívida,24.5%,0,513.9308678993837,1,9
5366.0,Curto,13.2%,189.43,1 ano,Empréstimo,26900.0,Fonte Verificada,Melhoria da Casa,23.5%,0,340.8590704647676,2,11
22478.0,Longo,16.0%,545.96,mais de 10 anos,Alugado,92196.0,Fonte Verificada,Consolidação de Dívida,19.0%,1,263.20996168582377,2,1
10475.0,Curto,16.4%,376.89,9 anos,Alugado,37004.0,Verificado,Consolidação de Dívida,17.4%,0,514.5323338330834,2,8
10120.0,Longo,20.2%,268.69,5 anos,Próprio,37000.0,Fonte Verificada,Pequena Empresa,5.1%,0,291.5320672996835,1,6
5964.0,Curto,13.5%,202.26,,Alugado,20124.6,Verificado,Cartão de Crédito,8.4%,1,311.407602865234,1,7
4933.0,Curto,6.9%,152.91,mais de 10 anos,Empréstimo,38000.0,Não Verificado,Consolidação de Dívida,3.4%,0,294.59870064967515,0,12
2286.0,Curto,6.9%,80.72999999999999,4 anos,Alugado,10000.0,Não Verificado,Consolidação de Dívida,22.3%,0,526.7329668499084,0,1
9315.0,Longo,10.4%,200.37,5 anos,Alugado,23000.0,Fonte Verificada,Cartão de Crédito,23.4%,0,526.5992003998001,0,6
35149.0,Longo,19.4%,925.01,3 anos,Empréstimo,69000.0,Verificado,Consolidação de Dívida,19.2%,0,445.66433449941695,3,3
3012.0,Curto,8.9%,108.08,mais de 10 anos,Empréstimo,49000.0,Não Verificado,Consolidação de Dívida,21.8%,0,397.33166749958355,2,1
3951.0,Curto,7.9%,136.18,1 ano,Alugado,40000.0,Não Verificado,Cartão de Crédito,17.0%,0,366.7319673496585,2,6
23093.0,Curto,16.0%,824.9100000000001,,Empréstimo,66692.0,Verificado,Consolidação de Dívida,9.4%,0,459.51054472763616,0,12
29920.0,Longo,11.7%,667.87,3 anos,Empréstimo,96500.0,Verificado,Consolidação de Dívida,8.1%,0,293.4967516241879,1,6
7966.0,Curto,16.5%,285.7,3 anos,Empréstimo,53000.0,Não Verificado,Cartão de Crédito,24.8%,0,421.59820089955025,3,4
6489.0,Curto,7.1%,210.71,mais de 10 anos,Empréstimo,89500.0,Não Verificado,Consolidação de Dívida,15.9%,0,445.0303181742462,2,7
19947.0,Longo,18.2%,517.74,mais de 10 anos,Empréstimo,50400.0,Verificado,Consolidação de Dívida,11.5%,0,324.4249541895719,2,4
8532.0,Curto,8.9%,279.77,2 anos,Alugado,19000.0,Não Verificado,Compra Importante,15.5%,0,475.3326669998334,0,12
3998.0,Curto,11.1%,140.66,5 anos,Alugado,20200.0,Não Verificado,Consolidação de Dívida,24.4%,0,299.41262701982345,1,6
10090.0,Curto,15.7%,356.19,3 anos,Empréstimo,65000.0,Não Verificado,Pequena Empresa,7.0%,0,486.39780109945025,1,2
14876.0,Longo,15.9%,374.13,mais de 10 anos,Empréstimo,120000.0,Fonte Verificada,Casa,13.2%,0,282.06263534899216,1,12
15911.0,Longo,12.2%,358.25,1 ano,Empréstimo,127000.0,Verificado,Cartão de Crédito,7.7%,1,462.52906879893385,2,4
14336.0,Curto,11.7%,484.92,3 anos,Empréstimo,67000.0,Fonte Verificada,Consolidação de Dívida,17.6%,0,460.53106779943363,9,4
4106.0,Curto,15.1%,152.34,1 ano,Alugado,12000.0,Não Verificado,Consolidação de Dívida,5.8%,0,417.8662335498917,3,11
4877.0,Curto,15.3%,184.13,mais de 10 anos,Alugado,64000.0,Não Verificado,Compra Importante,7.1%,0,288.3311677494586,4,4
5911.0,Curto,8.0%,191.69,1 ano,Alugado,70496.0,Não Verificado,Outro,3.6%,0,279.7640179910045,3,1
7074.0,Curto,5.8%,217.16,8 anos,Alugado,41000.0,Fonte Verificada,Consolidação de Dívida,18.1%,0,393.7986006996502,2,12
8938.0,Curto,5.8%,277.37,4 anos,Empréstimo,109000.0,Não Verificado,Consolidação de Dívida,11.5%,0,292.32966849908377,0,5
17357.0,Longo,18.2%,450.74,3 anos,Alugado,47000.0,Fonte Verificada,Consolidação de Dívida,3.8%,0,433.1984007996002,1,9
4974.0,Curto,10.4%,171.26999999999998,3 anos,Alugado,55000.0,Verificado,Consolidação de Dívida,14.3%,0,526.7314675995335,1,2
10086.0,Curto,14.0%,344.87,mais de 10 anos,Empréstimo,57000.0,Fonte Verificada,Consolidação de Dívida,16.5%,1,256.8647342995169,2,11
15857.0,Longo,11.7%,355.72999999999996,5 anos,Alugado,41000.0,Fonte Verificada,Consolidação de Dívida,23.0%,0,327.7986006996502,4,10
11067.0,Longo,11.5%,250.21,3 anos,Alugado,28560.0,Não Verificado,Carro,1.7%,0,299.9696818257538,0,6
6268.0,Curto,7.5%,200.61,5 anos,Alugado,72000.0,Não Verificado,Outro,13.5%,0,268.864234549392,5,7
7433.0,Curto,10.8%,247.14,2 anos,Empréstimo,88000.0,Verificado,Cartão de Crédito,20.9%,0,428.9303681492587,1,5
10237.0,Longo,17.6%,268.0,7 anos,Próprio,34004.0,Verificado,Consolidação de Dívida,12.0%,0,425.33243378310846,1,4
7088.0,Curto,11.5%,238.42,2 anos,Alugado,52004.0,Verificado,Consolidação de Dívida,8.7%,0,310.53183408295854,0,1
14071.0,Curto,14.7%,494.71,menos de 1 ano,Alugado,28000.0,Verificado,Consolidação de Dívida,11.2%,0,416.9323671497585,1,11
20110.0,Longo,8.9%,418.28,mais de 10 anos,Alugado,101000.0,Verificado,Consolidação de Dívida,21.6%,0,298.7966016991504,5,9
7936.0,Longo,12.6%,181.51,mais de 10 anos,Empréstimo,78996.0,Não Verificado,Melhoria da Casa,22.4%,0,500.3304014659337,4,4
10076.0,Curto,6.9%,318.28000000000003,4 anos,Empréstimo,140004.0,Fonte Verificada,Melhoria da Casa,0.5%,0,556.3955688822256,1,5
12241.0,Longo,15.6%,296.43,4 anos,Alugado,42800.0,Verificado,Cartão de Crédito,22.4%,0,502.9185407296352,2,7
13943.0,Longo,13.5%,327.88,5 anos,Próprio,66500.0,Fonte Verificada,Consolidação de Dívida,23.9%,0,542.4977511244379,3,6
13024.0,Curto,7.5%,409.95,9 anos,Alugado,56000.0,Não Verificado,Compra Importante,10.4%,0,398.79810094952524,3,1
8973.0,Curto,7.9%,285.84,,Empréstimo,197000.0,Não Verificado,Educação,4.2%,1,329.1934032983508,1,2
30063.0,Longo,16.4%,739.59,2 anos,Empréstimo,171008.0,Fonte Verificada,Consolidação de Dívida,9.6%,0,395.4614692653673,1,12
7068.0,Curto,10.6%,236.39,9 anos,Alugado,19680.0,Não Verificado,Mudança,6.0%,0,489.37797767782774,3,8
5893.0,Longo,13.5%,145.25,6 anos,Empréstimo,105996.0,Fonte Verificada,Outro,17.8%,0,369.12950191570883,1,3
3051.0,Curto,11.0%,103.22999999999999,menos de 1 ano,Alugado,42000.0,Não Verificado,Cartão de Crédito,16.3%,0,325.86523404964186,1,4
20033.0,Curto,16.0%,707.5699999999999,2 anos,Alugado,150000.0,Não Verificado,Consolidação de Dívida,8.0%,0,298.0616358487423,5,2
3855.0,Curto,14.3%,137.28,2 anos,Alugado,16800.0,Não Verificado,Energia Renovável,14.1%,1,258.18607362985176,3,8
15258.0,Longo,12.0%,350.62,mais de 10 anos,Empréstimo,49000.0,Verificado,Consolidação de Dívida,1.2%,0,322.33166749958355,3,5
8375.0,Curto,12.8%,284.84999999999997,5 anos,Empréstimo,153000.0,Não Verificado,Melhoria da Casa,0.4%,0,432.2615358987173,3,2
22614.0,Longo,11.0%,501.98999999999995,menos de 1 ano,Empréstimo,64000.0,Verificado,Pequena Empresa,21.7%,1,536.3311677494586,2,12
12310.0,Longo,14.3%,295.32000000000005,1 ano,Alugado,60000.0,Não Verificado,Médica,22.7%,0,449.06463434949194,3,10
29921.0,Longo,17.5%,763.28,5 anos,Empréstimo,91000.0,Fonte Verificada,Melhoria da Casa,5.9%,0,361.13026819923374,1,9
16913.0,Curto,14.5%,589.28,3 anos,Alugado,90000.0,Verificado,Consolidação de Dívida,18.9%,0,312.063634849242,3,9
12131.0,Longo,16.4%,298.87,5 anos,Empréstimo,70996.0,Não Verificado,Consolidação de Dívida,18.6%,0,413.7973346660003,1,6
5950.0,Curto,6.6%,192.11999999999998,2 anos,Alugado,39200.0,Não Verificado,Outro,19.4%,0,439.6786606696652,8,4
14241.0,Longo,21.4%,398.63,4 anos,Alugado,43766.4,Verificado,Consolidação de Dívida,17.9%,0,528.9829351990671,3,6
20123.0,Curto,17.5%,728.0799999999999,2 anos,Alugado,93500.0,Verificado,Consolidação de Dívida,14.9%,0,471.2968515742129,4,1
6796.0,Curto,7.0%,217.57,6 anos,Empréstimo,36000.0,Fonte Verificada,Consolidação de Dívida,3.7%,0,461.4654339496918,3,4
17239.0,Longo,14.8%,412.61,mais de 10 anos,Alugado,87000.0,Verificado,Consolidação de Dívida,17.6%,0,344.86373479926704,0,8
25005.0,Longo,11.5%,556.1800000000001,menos de 1 ano,Empréstimo,178000.0,Verificado,Consolidação de Dívida,11.5%,0,492.92736964850906,4,5
6985.0,Curto,7.5%,218.46,menos de 1 ano,Alugado,21000.0,Fonte Verificada,Consolidação de Dívida,13.3%,0,535.4659336998168,1,9
12079.0,Longo,8.9%,257.05,mais de 10 anos,Alugado,79000.0,Verificado,Consolidação de Dívida,20.4%,0,315.3306679993337,0,6
19923.0,Curto,9.6%,649.36,menos de 1 ano,Próprio,65400.0,Fonte Verificada,Casamento,18.2%,0,304.42445443944695,0,6
14012.0,Longo,21.3%,388.75,5 anos,Alugado,32000.0,Fonte Verificada,Consolidação de Dívida,16.5%,1,538.1989005497251,1,6
4145.0,Curto,10.7%,139.45,2 anos,Alugado,26800.0,Não Verificado,Consolidação de Dívida,12.4%,0,527.8524071297684,0,1
6071.0,Curto,15.2%,210.82000000000002,7 anos,Empréstimo,30000.0,Verificado,Consolidação de Dívida,5.7%,1,502.0656338497418,0,9
6989.0,Longo,20.1%,191.16,1 ano,Alugado,29720.0,Fonte Verificada,Casamento,12.7%,0,354.0469765117441,2,4
9690.0,Longo,13.1%,228.85,7 anos,Empréstimo,48000.0,Verificado,Consolidação de Dívida,9.6%,0,300.2650341495919,3,2
34929.0,Curto,15.3%,1224.9399999999998,mais de 10 anos,Próprio,114000.0,Verificado,Cartão de Crédito,17.3%,0,483.66283524904213,0,2
25038.0,Curto,12.2%,838.62,2 anos,Empréstimo,76000.0,Não Verificado,Cartão de Crédito,22.4%,0,460.13076794935864,2,4
11202.0,Curto,15.0%,396.25,mais de 10 anos,Alugado,39000.0,Não Verificado,Consolidação de Dívida,20.8%,0,481.6653339996668,5,3
